paramfamilycode,paramfamilyname,paramfamilyinfo,isenabled,createdat,createdby,updatedat,updatedby
regulardata,Regular Data ,{},true,"""2025-06-25T12:04:05.462Z""",e2500964-be53-4d5f-964c-c05804593f91,"""2025-08-22T13:39:57.520Z""",5f7c3984-f46c-45ab-9b42-9c641751b3a5
